Name,Age,WCA ID,Solve 1 7,Solve 2 7,Solve 3 7,Solve 4 5,Solve 5 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,21.79,18.99,22.99,21.86,22.84,18.99,22.16,https://www.facebook.com/events/846491475035716/permalink/857526953932168,
Shen Flindell,50+,2023FLIN02,21.60,26.02,27.11,27.94,27.16,21.90,26.76,https://www.facebook.com/events/846491475035716/permalink/855159327502264,
Toby Chamberlain,50+,2022CHAM03,32.35,59.80,39.81,1:09.64,41.77,32.35,47.13,https://www.facebook.com/events/846491475035716/permalink/856005404084323,
Lisa Kucala,60+,2019KUCA01,52.73,52.86,40.79,42.95,48.83,40.79,48.17,https://www.facebook.com/events/846491475035716/permalink/855070990844431,
Joe Kucala,60+,2022KUCA01,1:38.62,1:27.01,1:26.11,DNS,DNS,1:26.11,1:30.58,https://www.facebook.com/events/846491475035716/permalink/855042757513921,
