Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,3:05.55,2:54.73,3:10.00,2:54.73,3:03.43,https://www.facebook.com/events/903843585313978/permalink/912877584410578,
Konsta Jukka,40+,2008JUKK01,2:58.61,3:04.58,3:29.44,2:58.61,3:10.88,https://www.facebook.com/events/903843585313978/permalink/912892217742448,
Shen Flindell,50+,2023FLIN02,3:41.11,3:17.68,3:25.63,3:17.68,3:28.14,https://www.facebook.com/events/903843585313978/permalink/912422667789403,
Lisa Kucala,60+,2019KUCA01,5:00.56,DNS,DNS,5:00.56,DNF,https://www.facebook.com/events/903843585313978/permalink/912780954420241,
Michael Orger,50+,2024ORGE01,6:33.92,5:46.37,DNS,5:46.37,DNF,https://www.facebook.com/events/903843585313978/permalink/907830868248583,
