Name,Age,WCA ID,Solve 1 12,Solve 2 12,Solve 3 12,Solve 4 10,Solve 5 10,Best,Average,Link,Comment
Lisa Kucala,60+,2019KUCA01,8.62,7.80,8.63,13.35,8.27,7.80,8.51,https://www.facebook.com/events/1544874610097824/permalink/1553832105868741,
Michael Orger,50+,2024ORGE01,53.63,13.85,14.34,18.52,10.15,10.15,15.57,https://www.facebook.com/events/1544874610097824/permalink/1548297933088825,
Joe Kucala,60+,2022KUCA01,12.64,10.75,DNF,13.36,DNF,10.75,DNF,https://www.facebook.com/events/1544874610097824/permalink/1551830376068914,
