Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Kristina Lim,50+,2022LIMK02,9.61,12.27,10.39,7.50,8.97,7.50,9.66,https://www.facebook.com/1045330593/videos/856026029505353,
Lisa Kucala,50+,2019KUCA01,12.62,9.36,10.05,9.59,13.71,9.36,10.75,https://www.facebook.com/events/1221531751824966/permalink/1227174651260676,
JM Tambaoan,40+,2023TAMB01,14.99,22.39,25.07,23.07,22.47,14.99,22.64,https://www.facebook.com/events/1221531751824966/permalink/1227593181218823,
Joe Kucala,60+,2022KUCA01,20.23,33.12,39.68,15.81,12.34,12.34,23.05,https://www.facebook.com/events/1221531751824966/permalink/1222458958398912,
Ross Richard Bambrey,40+,2023BAMB02,26.65,40.40,25.20,25.47,19.86,19.86,25.77,https://www.facebook.com/536706331/videos/254440277501891,
