Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,12.84,13.26,13.56,14.21,13.05,12.84,13.29,https://www.facebook.com/events/556108165479652/permalink/564020901355045,
Shawn Boucké,<40,2016BOUC01,12.09,16.28,12.76,18.79,11.41,11.41,13.71,https://www.facebook.com/events/556108165479652/permalink/562243991532736,
Geoff Hartnell,40+,2017HART06,15.23,19.96,16.68,17.01,17.10,15.23,16.93,https://www.facebook.com/events/556108165479652/permalink/563943314696137,
Pete Lee,<40,2018LEEP04,19.96,18.49,19.68,22.88,20.04,18.49,19.89,https://www.facebook.com/events/556108165479652/permalink/559904141766721,
Yi-Wei Chen,40+,,19.88,20.73,22.09,21.49,16.38,16.38,20.70,https://www.facebook.com/events/556108165479652/permalink/559853868438415,
Toby Chamberlain,40+,,20.05,24.15,21.39,22.18,20.67,20.05,21.41,https://www.facebook.com/520891933/videos/2784547991838163,
Lisa Kucala,50+,2019KUCA01,24.53,20.38,27.14,42.55,31.10,20.38,27.59,https://www.facebook.com/events/556108165479652/permalink/559438875146581,
Mickey Doyle,40+,2021DOYL02,33.93,34.27,39.24,33.98,35.67,33.93,34.64,https://www.facebook.com/events/556108165479652/permalink/560114258412376,
Daniel Smith,50+,2018SMIT42,24.14,52.08,59.20,28.95,25.35,24.14,35.46,https://www.facebook.com/events/556108165479652/permalink/563976891359446,
Hailey Doyle,<20,2021DOYL01,51.05,48.33,55.30,50.76,58.25,48.33,52.37,https://www.facebook.com/events/556108165479652/permalink/560113918412410,
