Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,17.73,15.72,14.90,15.14,14.89,14.89,15.25,https://www.facebook.com/events/1257789925369732/permalink/1262933108188747,
Glyn Brown,40+,2023BROW47,14.08,19.98,16.03,16.04,13.88,13.88,15.38,https://www.facebook.com/events/1257789925369732/permalink/1259098321905559,
Toby Chamberlain,50+,2022CHAM03,15.49,15.94,22.22,16.01,20.38,15.49,17.44,https://www.facebook.com/events/1257789925369732/permalink/1262034448278613,
Pete Lee,40+,2018LEEP04,17.53,18.28,16.63,18.01,16.91,16.63,17.48,https://www.facebook.com/events/1257789925369732/permalink/1266192934529431,
Shen Flindell,50+,2023FLIN02,20.12,18.34,19.17,21.83,19.94,18.34,19.74,https://www.facebook.com/745394767/videos/1684154385467503,
Mickey Doyle,50+,2021DOYL02,23.11,23.13,32.45,20.75,20.69,20.69,22.33,https://www.facebook.com/events/1257789925369732/permalink/1266967324451992,
Dan Smith,50+,2018SMIT42,33.61,24.62,27.56,24.43,21.96,21.96,25.54,https://www.facebook.com/events/1257789925369732/permalink/1266362567845801,
Lisa Kucala,60+,2019KUCA01,25.43,26.14,28.38,22.79,26.85,22.79,26.14,https://www.facebook.com/events/1257789925369732/permalink/1266541937827864,
Joe Kucala,60+,2022KUCA01,40.33,47.87,45.16,38.41,45.61,38.41,43.70,https://www.facebook.com/events/1257789925369732/permalink/1259904458491612,
Kristina Lim,50+,2022LIMK02,44.31,32.56,49.05,1:03.55,39.58,32.56,44.31,https://www.facebook.com/1045330593/videos/1950882842062757,
