Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Michael George,40+,2015GEOR02,6.12,4.52,5.58,4.28,4.99,4.28,5.03,https://www.facebook.com/michael.george.545/videos/10214012102456967,
Ed Connell,<40,2018CONN04,7.57,6.68,6.36,5.60,5.80,5.60,6.28,https://www.facebook.com/events/1842039515939197/permalink/1845902692219546,
Lisa Kucala,50+,2019KUCA01,8.55,6.74,7.80,7.89,7.01,6.74,7.57,https://www.facebook.com/events/1842039515939197/permalink/1847047588771723,
Aaron Cumes,40+,2018CUME02,8.28,6.93,7.56,7.16,9.18,6.93,7.66,https://www.facebook.com/events/1842039515939197/permalink/1842263815916767,Pb A05
Thierry Boisivon,40+,2011BOIS01,8.63,8.01,9.18,7.22,5.93,5.93,7.95,https://www.facebook.com/events/1842039515939197/permalink/1847040978772384,
Andy Nicholls,40+,2015NICH04,13.14,11.32,7.42,8.74,5.10,5.10,9.16,https://www.facebook.com/events/1842039515939197/permalink/1847681515374997,
Daniel Smith,50+,2018SMIT42,10.85,9.01,11.12,7.81,7.63,7.63,9.22,https://www.facebook.com/events/1842039515939197/permalink/1847128298763652,
Peter Andersson,50+,2013ANDE01,DNF,10.64,9.65,6.82,8.50,6.82,9.60,https://www.facebook.com/events/1842039515939197/permalink/1847869318689550,
Chris Thames,<40,2019THAM05,11.91,9.50,13.24,9.42,9.27,9.27,10.27,https://www.facebook.com/events/1842039515939197/permalink/1845069922302823,
Scott Knight,<30,,10.41,9.34,8.70,19.44,11.26,8.70,10.34,https://www.facebook.com/500490144/videos/10164156131895145,
Joshua Riegel,<30,2019RIEG02,10.52,14.24,11.00,12.52,7.23,7.23,11.35,https://www.facebook.com/events/1842039515939197/permalink/1847704858705996,
Jan Adams-Fielding,40+,,13.01,15.87,7.91,16.26,13.71,7.91,14.19,https://www.facebook.com/events/1842039515939197/permalink/1848083275334821,
Matthew Hart,<40,2019HART11,14.64,15.64,13.53,DNF,9.59,9.59,14.60,https://www.facebook.com/events/1842039515939197/permalink/1845086348967847,
