Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,4:32.31,4:11.52,5:01.95,4:11.52,4:35.26,https://www.facebook.com/events/963859128590696/permalink/971237514519524,
Shen Flindell,50+,2023FLIN02,4:58.47,4:47.27,5:09.70,4:47.27,4:58.48,https://www.facebook.com/745394767/videos/3911441135767100,
Daniel Houghton,40+,2016HOUG03,5:24.46,4:54.09,4:42.51,4:42.51,5:00.35,https://www.facebook.com/events/963859128590696/permalink/971082197868389,
