Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Michael George,40+,5.36,4.09,5.15,DNF,4.37,6.55,4.09,https://www.facebook.com/events/546188069600739/permalink/550183102534569,
Anthony Rochester,40+,7.96,3.46,7.56,8.22,3.46,8.42,8.12,https://www.facebook.com/events/546188069600739/permalink/549151575971055,
Lisa Kucala,50+,8.14,7.61,8.58,8.90,7.61,8.04,7.80,https://www.facebook.com/events/546188069600739/permalink/547730619446484,
Andy Nicholls,40+,8.41,7.58,9.12,7.58,8.05,8.05,9.57,https://www.facebook.com/events/546188069600739/permalink/546943102858569,
Thierry Boisivon,40+,8.44,5.83,5.83,7.53,9.84,7.96,18.65,https://www.facebook.com/events/546188069600739/permalink/550137782539101,
Pete Lee,<40,8.87,7.56,8.62,7.56,DNF,9.24,8.76,https://www.facebook.com/events/546188069600739/permalink/550262485859964,
Daniel Smith,50+,9.07,4.70,11.01,8.37,4.70,20.08,7.84,https://www.facebook.com/events/546188069600739/permalink/549592292593650,
Chris Thames,<40,10.98,8.56,8.84,13.07,8.56,DNF,11.02,https://www.facebook.com/events/546188069600739/permalink/550216622531217,
Aaron Cumes,40+,16.02,12.83,12.83,28.56,16.89,14.51,16.68,https://www.facebook.com/events/546188069600739/permalink/546210349598511,
