Name,Age,Best,Average,Solve 1,Solve 2,Solve 3,Link,Comment
Chris Hardwick,<40,6:21.08,DNF,6:21.08,DNF,8:53.61,https://www.facebook.com/events/367340484222677?view=permalink&id=368430654113660,DNF (6:50.94)
Peter Andersson,50+,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/367340484222677?view=permalink&id=371572940466098,
Andy Nicholls,40+,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/367340484222677?view=permalink&id=368219854134740,
Jae Park,40+,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/367340484222677?view=permalink&id=370228633933862,
