Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Chris Looney,<40,2022LOON02,5:38.62,5:25.96,5:38.94,5:25.96,5:34.51,https://www.facebook.com/chris.looney/videos/656948989089042,
Daniel Houghton,40+,2016HOUG03,6:02.69,5:43.49,DNF,5:43.49,DNF,https://www.facebook.com/events/450657513693488/permalink/456250043134235,
