Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Dan Smith,50+,2018SMIT42,12.82,7.40,7.19,9.43,10.03,7.19,8.95,https://www.facebook.com/events/1452696462562084/permalink/1462660841565646,
Joe Kucala,60+,2022KUCA01,11.83,12.77,10.08,11.23,13.71,10.08,11.94,https://www.facebook.com/events/1452696462562084/permalink/1459657841865946,
Kristina Lim,50+,2022LIMK02,13.16,18.93,12.03,11.42,7.70,7.70,12.20,https://www.facebook.com/events/1452696462562084/permalink/1461933794971684,
Lisa Kucala,60+,2019KUCA01,11.81,13.59,10.43,14.32,11.82,10.43,12.41,https://www.facebook.com/events/1452696462562084/permalink/1462696464895417,
