Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,3.89,5.84,4.48,5.01,3.79,3.79,4.46,https://www.facebook.com/events/836337370416586/permalink/844502229600100,
Shawn Boucké,<40,2016BOUC01,3.13,7.72,2.96,5.17,5.19,2.96,4.50,https://www.facebook.com/events/836337370416586/permalink/839296176787372,
Anthony Rochester,40+,2019ROCH03,4.09,8.78,6.36,4.68,5.62,4.09,5.55,https://www.facebook.com/events/836337370416586/permalink/839595113424145,
Enrymar Cisneros,<40,2013CISN01,5.63,8.83,4.87,6.61,6.60,4.87,6.28,https://www.facebook.com/events/836337370416586/permalink/844797699570553,
Chris Thames,<40,2019THAM05,6.21,12.70,7.60,6.56,7.83,6.21,7.33,https://www.facebook.com/events/836337370416586/permalink/839852856731704,
Daniel Smith,50+,2018SMIT42,6.81,9.84,6.84,8.45,7.31,6.81,7.53,https://www.facebook.com/events/836337370416586/permalink/842805336436456,
Lisa Kucala,50+,2019KUCA01,8.55,9.55,6.86,7.12,8.26,6.86,7.98,https://www.facebook.com/events/836337370416586/permalink/844142366302753,
JM Tambaoan,40+,,8.66,12.00,8.39,9.31,8.61,8.39,8.86,https://www.facebook.com/events/836337370416586/permalink/844631486253841,
Yi-Wei Chen,40+,,7.46,17.18,8.63,9.91,9.52,7.46,9.35,https://www.facebook.com/events/836337370416586/permalink/839866716730318,
Mickey Doyle,40+,,7.98,10.43,11.26,7.36,10.12,7.36,9.51,https://www.facebook.com/events/836337370416586/permalink/844677592915897,
