Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Jae Park,50+,2015PARK24,DNF,42.09,DNF,42.09,DNF,https://www.facebook.com/events/161657459452919/permalink/163130282638970,
Anthony Rochester,40+,2019ROCH03,DNF,52.98,DNF,52.98,DNF,https://www.facebook.com/events/161657459452919/permalink/165413082410690,
Grzegorz Pacewicz,40+,,1:40.91,DNF,DNF,1:40.91,DNF,https://www.facebook.com/events/161657459452919/permalink/163572542594744,
Huy Nguyen,40+,2019NGUY29,DNF,1:54.22,DNF,1:54.22,DNF,https://www.facebook.com/events/161657459452919/permalink/167148572237141,
Peter Andersson,50+,2013ANDE01,DNF,3:33.83,DNF,3:33.83,DNF,https://www.facebook.com/events/161657459452919/permalink/168977478720917,
