Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.34,9.21,11.65,13.96,11.46,9.21,11.48,https://www.facebook.com/events/836337370416586/permalink/844502229600100,
Shawn Boucké,<40,2016BOUC01,10.96,10.85,12.71,11.14,15.61,10.85,11.60,https://www.facebook.com/events/836337370416586/permalink/839296813453975,
Enrymar Cisneros,<40,2013CISN01,11.08,14.30,14.70,13.71,15.20,11.08,14.24,https://www.facebook.com/events/836337370416586/permalink/844784399571883,
Geoff Hartnell,40+,2017HART06,16.72,17.11,16.00,15.73,19.14,15.73,16.61,https://www.facebook.com/events/836337370416586/permalink/841011299949193,
Grzegorz Pacewicz,40+,,16.84,15.49,14.94,19.08,18.03,14.94,16.79,https://www.facebook.com/events/836337370416586/permalink/842045229845800,
Ed Connell,<40,2018CONN04,17.27,16.80,15.71,18.09,17.93,15.71,17.33,https://www.facebook.com/events/836337370416586/permalink/844169646300025,
Yi-Wei Chen,40+,,19.95,19.44,20.22,19.73,19.16,19.16,19.71,https://www.facebook.com/events/836337370416586/permalink/839866283397028,
Toby Chamberlain,40+,,18.29,18.70,21.27,59.49,20.06,18.29,20.01,https://www.facebook.com/520891933/videos/891757678384163,
Rodney Gardner,50+,2019GARD02,18.49,20.91,23.07,26.10,17.59,17.59,20.82,https://www.facebook.com/events/836337370416586/permalink/844045642979092,
JM Tambaoan,40+,,21.06,18.60,23.88,18.49,23.26,18.49,20.97,https://www.facebook.com/events/836337370416586/permalink/844634596253530,
Pete Lee,<40,2018LEEP04,19.44,22.09,19.65,22.02,28.11,19.44,21.25,https://www.facebook.com/events/836337370416586/permalink/840432526673737,
Anthony Rochester,40+,2019ROCH03,20.99,21.90,19.39,20.93,24.69,19.39,21.27,https://www.facebook.com/events/836337370416586/permalink/839594576757532,
Daniel Smith,50+,2018SMIT42,22.45,19.11,24.19,24.44,30.98,19.11,23.69,https://www.facebook.com/events/836337370416586/permalink/842805336436456,
Chris Thames,<40,2019THAM05,23.51,30.84,36.87,20.99,29.97,20.99,28.11,https://www.facebook.com/events/836337370416586/permalink/839849156732074,
Lisa Kucala,50+,2019KUCA01,23.66,28.50,32.61,36.16,25.46,23.66,28.86,https://www.facebook.com/events/836337370416586/permalink/842890843094572,
Jae Park,50+,2015PARK24,28.04,30.86,32.50,31.61,31.92,28.04,31.46,https://www.facebook.com/events/836337370416586/permalink/840387960011527,
Mickey Doyle,40+,,24.45,36.91,38.80,32.28,29.84,24.45,33.01,https://www.facebook.com/events/836337370416586/permalink/844677959582527,
