Name,Age,WCA ID,Solve 1 14,Solve 2 14,Solve 3 14,Solve 4 11,Solve 5 11,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,DNF,DNF,1:06.20,1:13.48,1:54.02,1:06.20,DNF,https://www.facebook.com/events/28558147217207367/permalink/28668105222878232,
Toby Chamberlain,50+,2022CHAM03,1:29.50,DNF,1:27.44,1:29.89,1:26.23,1:26.23,1:28.94,https://www.facebook.com/events/28558147217207367/permalink/28712669658421788,
Veronika Rose,40+,2024ROSE02,1:57.30,DNF,DNF,2:59.84,DNF,1:57.30,DNF,https://www.facebook.com/events/28558147217207367/permalink/28737478392607581,
Fred Johnson,<40,2006JOHN01,3:12.38,2:20.76,DNF,DNF,3:27.30,2:20.76,DNF,https://www.facebook.com/frederick.g.johnson/videos/1580987143689553,
