Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,13,7,54:54,https://www.facebook.com/events/28558147217207367/permalink/28600602972961791,
Toby Chamberlain,50+,2022CHAM03,13,6,55:50,https://www.facebook.com/events/28558147217207367/permalink/28656181567403931,
