Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,2:59.40,2:50.82,3:00.02,2:50.82,2:56.75,https://www.facebook.com/events/1022844740615113/permalink/1023647520534835,
Fred Johnson,<40,2006JOHN01,3:00.78,3:27.06,3:06.48,3:00.78,3:11.44,https://www.facebook.com/frederick.g.johnson/videos/1701808101947517,
Brad Deegan,40+,2023DEEG01,5:04.46,6:06.33,DNF,5:04.46,DNF,https://www.facebook.com/events/1022844740615113/permalink/1030672873165633,"I didn't meet cutoff, but got an actual PB single!"
Danielle Kay,40+,2023KAYD01,5:45.92,5:22.69,DNS,5:22.69,DNF,https://www.facebook.com/events/1022844740615113/permalink/1032262133006707,
