Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,13.59,12.21,10.58,11.63,12.10,10.58,11.98,https://www.facebook.com/events/176364004262939/permalink/180425250523481,
Enrymar Cisneros,<40,2013CISN01,13.81,14.59,16.10,15.46,14.76,13.81,14.94,https://www.facebook.com/events/176364004262939/permalink/180511250514881,
Geoff Hartnell,40+,2017HART06,14.23,14.32,13.49,16.33,17.46,13.49,14.96,https://www.facebook.com/557281693/videos/10159383718211694,
Fumiki Koseki,40+,2005KOSE01,17.97,16.07,15.75,14.49,26.76,14.49,16.60,https://www.facebook.com/events/176364004262939/permalink/180464703852869,
Ed Connell,<40,2018CONN04,21.49,14.56,15.53,16.93,18.77,14.56,17.08,https://www.facebook.com/events/176364004262939/permalink/179176233981716,
Grzegorz Pacewicz,40+,2014PACE01,21.62,21.93,15.34,16.20,14.93,14.93,17.72,https://www.facebook.com/events/176364004262939/permalink/178898504009489,
Pete Lee,<40,2018LEEP04,20.75,19.04,22.67,18.69,17.46,17.46,19.49,https://www.facebook.com/events/176364004262939/permalink/179622893937050,
Daniel Smith,50+,2018SMIT42,24.43,38.31,26.04,25.91,26.25,24.43,26.06,https://www.facebook.com/events/176364004262939/permalink/179872603912079,
Huy Nguyen,40+,2019NGUY29,24.82,24.62,26.30,29.51,37.28,24.62,26.88,https://www.facebook.com/events/176364004262939/permalink/177564290809577,
Lisa Kucala,50+,2019KUCA01,38.53,28.55,27.56,23.97,28.46,23.97,28.19,https://www.facebook.com/events/176364004262939/permalink/180503913848948,
Jae Park,50+,2015PARK24,42.15,36.48,46.56,33.65,38.69,33.65,39.11,https://www.facebook.com/events/176364004262939/permalink/180015517231121,
Leo Arroyo,40+,,48.63,DNF,54.24,1:14.37,40.98,40.98,59.08,https://www.facebook.com/events/176364004262939/permalink/179178440648162,
