Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Anthony Rochester,40+,2019ROCH03,25,21,57:37,https://www.facebook.com/events/1189723249883223/permalink/1193886622800219,scw comp best result
Shen Flindell,50+,2023FLIN02,11,9,52:03,https://www.facebook.com/events/1189723249883223/permalink/1193787169476831,
Toby Chamberlain,50+,2022CHAM03,9,6,38:34,https://www.facebook.com/events/1189723249883223/permalink/1197969025725312,
