Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,4:14.35,3:49.92,3:53.88,3:49.92,3:59.38,https://www.facebook.com/events/1367607281549487/permalink/1370434991266716,
Shen Flindell,50+,2023FLIN02,4:20.18,4:33.62,4:17.68,4:17.68,4:23.83,https://www.facebook.com/events/1367607281549487/permalink/1377601817216700,
Daniel Houghton,40+,2016HOUG03,4:34.01,4:35.65,4:48.54,4:34.01,4:39.40,https://www.facebook.com/events/1367607281549487/permalink/1372824161027799,
