Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,4.62,6.03,3.70,4.74,4.08,3.70,4.48,https://www.facebook.com/events/992549044856331/permalink/1001991827245386,
Shawn Boucké,<40,2016BOUC01,4.58,5.85,7.49,3.89,4.51,3.89,4.98,https://www.facebook.com/events/992549044856331/permalink/1001745503936685,
Enrymar Cisneros,<40,2013CISN01,3.76,3.87,6.10,5.90,6.72,3.76,5.29,https://www.facebook.com/events/992549044856331/permalink/1001266270651275,
Anthony Rochester,40+,2019ROCH03,4.85,6.16,8.60,6.94,4.84,4.84,5.98,https://www.facebook.com/events/992549044856331/permalink/993933964717839,
Lisa Kucala,50+,2019KUCA01,8.89,6.96,9.77,7.87,7.83,6.96,8.20,https://www.facebook.com/events/992549044856331/permalink/999833020794600,
Chris Thames,<40,2019THAM05,9.54,8.60,7.69,6.42,10.91,6.42,8.61,https://www.facebook.com/events/992549044856331/permalink/1001731650604737,
Mickey Doyle,40+,,7.71,6.72,10.21,9.85,15.56,6.72,9.26,https://www.facebook.com/events/992549044856331/permalink/1001315910646311,
Daniel Smith,50+,2018SMIT42,7.22,16.50,9.70,5.39,11.50,5.39,9.47,https://www.facebook.com/events/992549044856331/permalink/1001855843925651,
JM Tambaoan,40+,,8.61,6.72,13.07,14.20,7.09,6.72,9.59,https://www.facebook.com/events/799005364067137/permalink/814919165809090,
Kerry Go,50+,2019GOKE01,8.36,16.02,13.25,10.79,12.83,8.36,12.29,https://www.facebook.com/events/992549044856331/permalink/1002027347241834,
