Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,49.57,59.66,51.76,48.34,48.74,48.34,50.02,https://www.facebook.com/events/1108693076205590/permalink/1117589205315977,
Enrymar Cisneros,<40,2013CISN01,50.92,49.90,52.64,1:00.87,52.16,49.90,51.91,https://www.facebook.com/events/1108693076205590/permalink/1117204518687779,
Konsta Jukka,40+,2008JUKK01,56.08,1:03.03,51.75,50.32,56.80,50.32,54.88,https://www.facebook.com/events/1108693076205590/permalink/1117811361960428,
Pete Lee,<40,2018LEEP04,1:01.13,1:13.67,1:05.36,1:08.86,56.28,56.28,1:05.12,https://www.facebook.com/events/1108693076205590/permalink/1117604428647788,
Geoff Hartnell,40+,2017HART06,1:17.28,1:06.74,1:18.27,DNF,1:02.61,1:02.61,1:14.10,https://www.facebook.com/events/1108693076205590/permalink/1116390725435825,
JM Tambaoan,40+,,1:24.72,1:33.32,1:23.67,1:22.34,1:22.12,1:22.12,1:23.58,https://www.facebook.com/events/1108693076205590/permalink/1117524145322483,
Daniel Smith,50+,2018SMIT42,1:27.72,1:23.75,2:37.15,1:20.47,1:30.31,1:20.47,1:27.26,https://www.facebook.com/events/1108693076205590/permalink/1117693178638913,
Kerry Go,50+,2019GOKE01,1:40.89,1:40.85,1:43.23,DNS,DNS,1:40.85,1:41.66,https://www.facebook.com/events/1108693076205590/permalink/1117855691955995,
Chris Thames,<40,2019THAM05,1:36.31,1:36.15,1:58.09,DNS,DNS,1:36.15,1:43.52,https://www.facebook.com/events/1108693076205590/permalink/1117717618636469,
Mickey Doyle,40+,,1:39.13,1:44.72,1:55.68,DNS,DNS,1:39.13,1:46.51,https://www.facebook.com/events/1108693076205590/permalink/1117107688697462,
Jo Cocco,40+,,DNF,2:03.98,DNS,DNS,DNS,2:03.98,DNF,https://www.facebook.com/JoCocco/videos/364881628514316,Was left with parity for the first solve so DNF then just did one more! Wasn't sure what to do..
