Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,42.47,46.26,44.35,37.10,41.34,37.10,42.72,https://www.facebook.com/events/1512018320302405/permalink/1518009043036666,
Danielle Kay,40+,2023KAYD01,1:04.75,1:10.38,1:25.12,DNS,DNS,1:04.75,1:13.41,https://www.facebook.com/events/1512018320302405/permalink/1521600462677524,
