Name,Age,WCA ID,Solve 1 4,Solve 2 4,Solve 3 4,Solve 4 4,Solve 5 4,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,1:30.00,1:37.63,1:32.86,1:29.35,1:28.82,1:28.82,1:30.74,https://www.facebook.com/events/1523984409451279/permalink/1529752325541154,
Shen Flindell,50+,2023FLIN02,1:49.73,1:56.16,1:28.39,1:39.25,1:36.71,1:28.39,1:41.90,https://www.facebook.com/events/1523984409451279/permalink/1525643842618669,
Fred Johnson,<40,2006JOHN01,1:45.42,1:48.78,1:48.85,1:52.43,1:40.23,1:40.23,1:47.68,https://www.facebook.com/frederick.g.johnson/videos/2309141153158185,
Pete Lee,40+,2018LEEP04,2:09.44,1:41.09,1:49.11,DNF,1:58.79,1:41.09,1:59.11,https://www.facebook.com/events/1523984409451279/permalink/1527860169063703,
