Name,Age,WCA ID,Solve 1 15,Solve 2 15,Solve 3 15,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,DNF,DNF,5:34.64,5:34.64,DNF,https://www.facebook.com/events/1537577537903204/permalink/1547438346917123,
Fred Johnson,<40,2006JOHN01,DNF,DNF,15:13.49,15:13.49,DNF,https://www.facebook.com/frederick.g.johnson/videos/1006379215302579,
