Name,Age,WCA ID,Solve 1 7,Solve 2 7,Solve 3 7,Solve 4 5,Solve 5 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,25.79,24.77,19.59,31.84,24.90,19.59,25.15,https://www.facebook.com/events/1932249774152701/permalink/1942367103140968,
Danielle Kay,40+,2023KAYD01,34.42,36.11,40.21,31.17,33.88,31.17,34.80,https://www.facebook.com/events/1932249774152701/permalink/1940114426699569,
Lino Nicola Grasso,40+,2023GRAS03,36.93,34.95,47.00,35.59,43.22,34.95,38.58,https://www.facebook.com/events/1932249774152701/permalink/1938508966860115,
Toby Chamberlain,50+,2022CHAM03,39.80,45.32,43.71,40.69,1:10.81,39.80,43.24,https://www.facebook.com/events/1932249774152701/permalink/1940872396623772,
Kristina Lim,50+,2022LIMK02,1:06.74,59.18,58.32,DNS,DNS,58.32,1:01.41,https://www.facebook.com/events/1932249774152701/permalink/1942454039798941,
