Name,Age,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
JM Tambaoan,40+,5:35.43,5:23.94,5:07.21,5:07.21,5:22.19,https://www.facebook.com/events/1935666300144840/permalink/1945088909202579,
