Name,Age,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
JM Tambaoan,40+,8:54.44,9:06.51,10:52.60,8:54.44,9:37.85,https://www.facebook.com/events/1935666300144840/permalink/1945089402535863,
