Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Peter Andersson,60+,2013ANDE01,10:43.79,DNF,DNF,10:43.79,DNF,https://www.facebook.com/events/1347875969094200/permalink/1348933438988453,
