Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Dan Smith,50+,2018SMIT42,4,4,34:28,https://www.facebook.com/events/844597247519001/permalink/852175546761171,
Shen Flindell,50+,2023FLIN02,4,3,22:51,https://www.facebook.com/745394767/videos/1247306849935652,
Toby Chamberlain,50+,2022CHAM03,3,2,14:05,https://www.facebook.com/events/844597247519001/permalink/850153590296700,
Daniel Houghton,40+,2016HOUG03,5,3,31:29,https://www.facebook.com/events/844597247519001/permalink/846626073982785,
