Name,Age,WCA ID,Solve 1 15,Solve 2 15,Solve 3 15,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,5:47.06,7:21.43,5:56.53,5:47.06,6:21.67,https://www.facebook.com/events/950352614010381/permalink/956512590061050,
