Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Lisa Kucala,50+,2019KUCA01,12.59,11.00,11.59,13.92,16.90,11.00,12.70,https://www.facebook.com/events/171663595723883/permalink/178248781732031,
Michael Amarello,50+,2022AMAR09,14.01,14.30,12.96,12.09,14.88,12.09,13.76,https://www.facebook.com/michael.amarello/videos/2792363370893671,
Gordon Holey,40+,2021HOLE01,19.83,16.87,26.18,16.10,20.50,16.10,19.07,https://www.facebook.com/766997877/videos/249900170724680,
Mickey Doyle,40+,2021DOYL02,22.80,21.28,19.33,26.49,25.14,19.33,23.07,https://www.facebook.com/events/171663595723883/permalink/178386851718224,
Daniel Houghton,40+,2016HOUG03,24.40,25.15,28.33,23.87,23.50,23.50,24.47,https://www.facebook.com/events/171663595723883/permalink/176301228593453,
Mark Cordell,40+,2022CORD03,25.39,25.95,34.16,24.32,29.68,24.32,27.01,https://www.facebook.com/events/171663595723883/permalink/179969831559926,
