Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,4:42.63,4:27.92,4:25.90,4:25.90,4:32.15,https://www.facebook.com/events/1273456476928238/permalink/1278516113088941,
Daniel Houghton,40+,2016HOUG03,5:15.29,5:08.28,5:10.82,5:08.28,5:11.46,https://www.facebook.com/events/1273456476928238/permalink/1277492709857948,
Chris Looney,<40,2022LOON02,5:57.12,5:55.11,7:45.62,5:55.11,6:32.62,https://www.facebook.com/chris.looney/videos/6168311333230625,
