Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,15.56,16.72,17.29,14.76,17.09,14.76,16.46,https://www.facebook.com/events/241366535002371/permalink/245531651252526,
Chris Looney,<40,2022LOON02,16.06,16.38,18.19,14.82,20.02,14.82,16.88,https://www.facebook.com/chris.looney/videos/616716576547749,
Fumiki Koseki,40+,2005KOSE01,17.34,13.20,15.92,18.24,20.47,13.20,17.17,https://www.facebook.com/events/241366535002371/permalink/246585577813800,
Toby Chamberlain,40+,2022CHAM03,18.63,17.96,25.73,20.56,19.62,17.96,19.60,https://www.facebook.com/events/241366535002371/permalink/248702657602092,
Ed Connell,<40,2018CONN04,20.31,18.36,19.68,20.55,25.74,18.36,20.18,https://www.facebook.com/events/241366535002371/permalink/248910510914640,
Mark Cordell,40+,2022CORD03,20.79,24.31,20.65,22.01,24.40,20.65,22.37,https://www.facebook.com/events/241366535002371/permalink/248913204247704,
Mickey Doyle,40+,2021DOYL02,24.59,26.37,23.44,25.91,25.02,23.44,25.17,https://www.facebook.com/events/241366535002371/permalink/247470944391930,
Dean Money,50+,2023MONE01,19.02,38.12,23.43,26.27,26.16,19.02,25.29,https://www.facebook.com/events/241366535002371/permalink/246252601180431,
Gordon Holey,40+,2021HOLE01,26.18,29.63,21.63,30.06,20.68,20.68,25.81,https://www.facebook.com/766997877/videos/1787580071678487,
Lisa Kucala,50+,2019KUCA01,34.45,27.14,27.78,28.05,24.94,24.94,27.66,https://www.facebook.com/events/241366535002371/permalink/247296684409356,
Dan Smith,50+,2018SMIT42,31.46,25.02,24.91,41.30,28.59,24.91,28.36,https://www.facebook.com/events/241366535002371/permalink/247262191079472,
Richard Taylor,50+,2015TAYL04,31.52,27.16,27.85,32.15,27.80,27.16,29.06,https://www.facebook.com/100004166389252/videos/779708233492110,
