Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,13.99,10.83,14.82,13.07,14.89,10.83,13.96,https://www.facebook.com/events/338631130511019/permalink/343525813354884,
Michael George,40+,2015GEOR02,15.15,13.66,14.72,13.10,21.59,13.10,14.51,https://www.facebook.com/michael.george.545/videos/10214158724962438,The final solve was unfortunate... I was at PLL in 9.3 seconds but slipped during the R-Perm.
Rob Peters,40+,2016PETE06,16.06,15.65,19.19,19.16,17.65,15.65,17.62,https://www.facebook.com/667027593/videos/10158644653357594,
Ed Connell,<40,2018CONN04,18.69,13.98,18.26,19.24,16.04,13.98,17.66,https://www.facebook.com/events/338631130511019/permalink/342505180123614,
Shawn Boucké,<40,2016BOUC01,18.30,19.11,17.38,14.98,19.00,14.98,18.23,https://www.facebook.com/events/338631130511019/permalink/341281603579305,
Christoph Woittequand,40+,2005WOIT01,17.73,18.22,19.10,18.77,16.69,16.69,18.24,https://www.facebook.com/events/338631130511019/permalink/340255137015285,
Newton Nguyen,<10,2019NGUY30,18.76,18.75,23.53,18.20,17.00,17.00,18.57,https://www.facebook.com/events/338631130511019/permalink/342722253435240,
Pete Lee,<40,2018LEEP04,19.86,18.58,18.82,18.97,17.44,17.44,18.79,https://www.facebook.com/events/338631130511019/permalink/343277740046358,
Geoff Hartnell,40+,2017HART06,19.36,19.92,26.67,20.20,17.23,17.23,19.83,https://www.facebook.com/events/338631130511019/permalink/341939340180198,
Aaron Cumes,40+,2018CUME02,21.48,15.18,19.38,20.09,21.18,15.18,20.21,https://www.facebook.com/events/338631130511019/permalink/339294723777993,Pb single
Anthony Rochester,40+,2019ROCH03,25.54,32.57,22.51,23.52,21.00,21.00,23.86,https://www.facebook.com/events/338631130511019/permalink/339662400407892,used an extra cos I didn't start the timer for first solve
Huy Nguyen,40+,2019NGUY29,24.11,30.96,29.48,23.04,21.95,21.95,25.54,https://www.facebook.com/events/338631130511019/permalink/342722253435240,
Yi-Wei Chen,40+,,24.66,29.57,28.95,24.65,21.45,21.45,26.09,https://www.facebook.com/events/338631130511019/permalink/342589300115202,
Greg Simmons,<40,,22.51,26.01,29.14,26.44,26.07,22.51,26.17,https://www.facebook.com/events/338631130511019/permalink/343563076684491,
Jan Adams-Fielding,40+,,26.27,27.48,32.58,30.18,26.03,26.03,27.98,https://www.facebook.com/events/338631130511019/permalink/343470663360399,
Chris Thames,<40,2019THAM05,26.19,28.64,34.44,28.00,30.62,26.19,29.08,https://www.facebook.com/events/338631130511019/permalink/341925600181572,Been practicing all week for this finally got a sub 30 ao5 in comp!
Joshua Riegel,<30,2019RIEG02,37.24,29.29,28.54,28.72,31.45,28.54,29.82,https://www.facebook.com/events/338631130511019/permalink/341513036889495,
Daniel Smith,50+,2018SMIT42,27.73,33.72,31.62,22.59,34.57,22.59,31.02,https://www.facebook.com/events/338631130511019/permalink/342815563425909,
Marcel Balzer,40+,,43.84,28.63,37.25,39.72,34.80,28.63,37.26,https://www.facebook.com/marcel.balzer.9216/videos/10160321840362516,
