Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,2:54.63,3:02.49,2:57.90,2:54.63,2:58.34,https://www.facebook.com/events/438895340619582/permalink/442888043553645,
Konsta Jukka,40+,2008JUKK01,3:22.76,3:41.66,3:24.46,3:22.76,3:29.63,https://www.facebook.com/events/438895340619582/permalink/442976400211476,
Enrymar Cisneros,<40,2013CISN01,3:51.45,3:11.79,3:42.72,3:11.79,3:35.32,https://www.facebook.com/events/438895340619582/permalink/443008373541612,
Geoff Hartnell,40+,2017HART06,4:04.58,3:40.07,3:57.16,3:40.07,3:53.94,https://www.facebook.com/events/438895340619582/permalink/439941383848311,
Pete Lee,<40,2018LEEP04,4:00.75,4:20.57,3:48.18,3:48.18,4:03.17,https://www.facebook.com/events/438895340619582/permalink/439927250516391,
