Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,12.12,11.35,11.94,14.52,11.45,11.35,11.84,https://www.facebook.com/events/237822631087555/permalink/242278007308684,
Fumiki Koseki,40+,2005KOSE01,16.09,15.65,16.31,15.69,15.84,15.65,15.87,https://www.facebook.com/events/237822631087555/permalink/242177937318691,
Ed Connell,<40,2018CONN04,17.40,19.46,15.47,15.54,20.50,15.47,17.47,https://www.facebook.com/events/237822631087555/permalink/242122910657527,
Geoff Hartnell,40+,2017HART06,18.76,16.68,18.29,16.14,20.67,16.14,17.91,https://www.facebook.com/events/237822631087555/permalink/240925994110552,
Christoph Woittequand,40+,2005WOIT01,18.78,16.39,17.88,18.60,22.90,16.39,18.42,https://www.facebook.com/798047139/videos/10159030077972140,
Yi-Wei Chen,40+,2020CHEN34,18.45,21.58,16.96,17.73,20.47,16.96,18.88,https://www.facebook.com/events/237822631087555/permalink/242058630663955,I've got a WCA ID!
Pete Lee,<40,2018LEEP04,20.02,17.88,19.52,20.60,42.41,17.88,20.05,https://www.facebook.com/events/237822631087555/permalink/241988477337637,
Greg Simmons,<40,,24.79,17.83,18.18,26.09,19.39,17.83,20.79,https://www.facebook.com/61305327/videos/10102435102687104,3x Sub 20 solves for the first time in a weekly comp
Anthony Rochester,40+,2019ROCH03,20.88,22.81,26.89,29.17,27.78,20.88,25.83,https://www.facebook.com/events/237822631087555/permalink/240979200771898,
Daniel Smith,50+,2018SMIT42,29.45,27.15,24.91,28.22,26.66,24.91,27.34,https://www.facebook.com/events/237822631087555/permalink/242197453983406,
Lisa Kucala,50+,2019KUCA01,26.22,28.14,27.62,27.19,27.60,26.22,27.47,https://www.facebook.com/events/237822631087555/permalink/241479964055155,
Huy Nguyen,40+,2019NGUY29,32.57,30.31,26.12,27.09,27.65,26.12,28.35,https://www.facebook.com/events/237822631087555/permalink/242192743983877,
Chris Thames,<40,2019THAM05,32.38,38.90,22.75,34.28,31.89,22.75,32.85,https://www.facebook.com/events/237822631087555/permalink/241537227382762,
