Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Dan Smith,50+,2018SMIT42,2,2,17:59,https://www.facebook.com/events/475143954967359/permalink/480763294405425,FIRST ever success!
Yuichi Hamada,50+,2012HAMA02,11,6,52:53,https://www.facebook.com/events/475143954967359/permalink/478766847938403,
