Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Go-ho Choi,<40,1:42.06,1:32.81,1:38.92,1:32.81,1:53.05,2:03.43,1:34.22,https://www.facebook.com/events/637852836799991/permalink/641459166439358,Yau5 method
Andy Nicholls,40+,1:56.67,1:43.76,1:55.88,1:43.76,1:54.78,1:59.34,1:59.79,https://www.facebook.com/events/637852836799991/permalink/639280209990587,
Geoff Hartnell,40+,2:05.40,2:00.44,2:00.44,2:07.40,2:03.58,2:05.46,2:07.15,https://www.facebook.com/events/637852836799991/permalink/639012983350643,
Michael George,40+,2:12.66,2:01.62,2:13.73,2:01.62,2:08.29,2:15.96,2:17.60,https://www.facebook.com/events/637852836799991/permalink/641058739812734,
Ed Connell,<40,2:42.16,2:30.86,2:30.86,2:41.84,2:53.77,DNS,DNS,https://www.facebook.com/events/637852836799991/permalink/640338936551381,
Pete Lee,<40,2:45.09,2:38.07,2:38.07,2:52.01,2:45.19,DNS,DNS,https://www.facebook.com/events/637852836799991/permalink/639204779998130,
Daniel Smith,50+,2:49.61,2:46.24,2:54.07,2:48.51,2:46.24,DNS,DNS,https://www.facebook.com/events/637852836799991/permalink/641464449772163,Third solve pieced together because cstimer was messing up
Aaron Cumes,40+,DNF,2:39.03,2:39.03,DNS,DNS,DNS,DNS,https://www.facebook.com/events/637852836799991/permalink/638981980020410,
Donna Leiber,60+,DNF,7:40.73,7:40.73,7:52.97,DNS,DNS,DNS,https://www.facebook.com/events/637852836799991/permalink/640054219913186,
