Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,9.28,11.71,9.27,10.16,11.03,9.27,10.16,https://www.facebook.com/events/2645965315652815/permalink/2649584665290880,
Enrymar Cisneros,<40,2013CISN01,13.30,13.97,14.74,17.56,14.13,13.30,14.28,https://www.facebook.com/events/2645965315652815/permalink/2651940575055289,
Chris Hardwick,<40,2003HARD01,14.38,12.23,16.36,13.47,15.26,12.23,14.37,https://www.facebook.com/events/2645965315652815/permalink/2647945038788176,First time entering 3x3 in a couple weeks
Shawn Boucké,<40,2016BOUC01,14.49,DNF,15.09,12.63,17.14,12.63,15.57,https://www.facebook.com/events/2645965315652815/permalink/2649207721995241,
Ed Connell,<40,2018CONN04,16.82,16.19,15.63,15.01,17.18,15.01,16.21,https://www.facebook.com/events/2645965315652815/permalink/2649943395255007,
Fumiki Koseki,40+,2005KOSE01,16.72,21.82,16.72,20.18,17.64,16.72,18.18,https://www.facebook.com/events/2645965315652815/permalink/2652048831711130,
Pete Lee,<40,2018LEEP04,19.52,19.68,22.80,21.22,19.29,19.29,20.14,https://www.facebook.com/events/2645965315652815/permalink/2650854371830576,
Aaron Cumes,40+,2018CUME02,18.21,20.22,22.86,23.74,20.91,18.21,21.33,https://www.facebook.com/events/2645965315652815/permalink/2647307025518644,
Wojciech Poljanowski,50+,2010POLJ01,23.08,19.38,22.97,21.54,23.56,19.38,22.53,https://www.facebook.com/events/2645965315652815/permalink/2649639541952059,
Jan Adams-Fielding,40+,,25.74,26.99,19.90,25.92,27.02,19.90,26.21,https://www.facebook.com/events/2645965315652815/permalink/2651870765062270,
Lisa Kucala,50+,2019KUCA01,27.13,27.84,28.04,27.33,26.58,26.58,27.43,https://www.facebook.com/events/2645965315652815/permalink/2651057331810280,
Daniel Smith,50+,2018SMIT42,27.52,26.23,27.26,34.67,27.57,26.23,27.45,https://www.facebook.com/events/1202263490156156/permalink/1213252789057226,
John Neo Stanley,50+,,29.64,31.72,30.90,34.80,31.32,29.64,31.32,https://www.facebook.com/events/2645965315652815/permalink/2649924278590252,I'm back LOL
Jae Park,40+,2015PARK24,34.22,27.76,46.46,32.14,29.07,27.76,31.81,https://www.facebook.com/events/2645965315652815/permalink/2649643931951620,Pseudo sighted BLD
Jean van den Bergh,40+,,32.96,46.50,36.82,33.94,34.12,32.96,34.96,https://www.facebook.com/events/2645965315652815/permalink/2650041765245170,
Yi-Wei Chen,40+,,DNF,21.50,23.01,20.81,DNF,20.81,DNF,https://www.facebook.com/events/2645965315652815/permalink/2649166918665988,
