Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Toby Chamberlain,50+,2022CHAM03,13,10,58:02,https://www.facebook.com/events/984933371126594/permalink/990886133864651,
Shen Flindell,50+,2023FLIN02,13,8,56:08,https://www.facebook.com/events/984933371126594/permalink/991685737118024,
Fred Johnson,<40,2006JOHN01,10,6,58:56,https://www.facebook.com/frederick.g.johnson/videos/1534649181530259,
