Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,2:47.71,2:46.35,2:50.89,2:46.35,2:48.32,https://www.facebook.com/events/36534544556161277/permalink/36678535251762206,
Daniel Houghton,40+,2016HOUG03,3:29.28,3:11.18,3:05.77,3:05.77,3:15.41,https://www.facebook.com/events/36534544556161277/permalink/36704031162545948,
Pete Lee,40+,2018LEEP04,3:43.26,3:40.48,3:24.47,3:24.47,3:36.07,https://www.facebook.com/events/36534544556161277/permalink/36806119352337128,
Brad Deegan,40+,2023DEEG01,6:24.97,5:42.61,DNS,5:42.61,DNF,https://www.facebook.com/events/36534544556161277/permalink/36732069686408762,
