Name,Age,WCA ID,Solve 1 4,Solve 2 4,Solve 3 4,Solve 4 4,Solve 5 4,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,1:35.12,1:46.47,1:40.68,1:38.07,1:24.56,1:24.56,1:37.96,https://www.facebook.com/events/36534544556161277/permalink/36704025115879886,
Shen Flindell,50+,2023FLIN02,1:45.18,1:41.18,1:36.91,1:41.56,1:46.85,1:36.91,1:42.64,https://www.facebook.com/events/36534544556161277/permalink/36747824758166588,
Pete Lee,40+,2018LEEP04,1:44.61,1:41.69,1:50.43,2:28.24,1:54.92,1:41.69,1:49.99,https://www.facebook.com/events/36534544556161277/permalink/36802931265989270,
Danielle Kay,40+,2023KAYD01,2:28.83,2:21.61,2:59.32,2:23.49,2:42.84,2:21.61,2:31.72,https://www.facebook.com/events/36534544556161277/permalink/36826074487008281,
Brad Deegan,40+,2023DEEG01,2:32.21,2:36.69,2:37.89,DNS,DNS,2:32.21,2:35.59,https://www.facebook.com/events/36534544556161277/permalink/36730946486521082,
