Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.54,10.80,11.04,9.76,14.39,9.76,10.79,https://www.facebook.com/events/749806039307047/permalink/753823152238669,
Enrymar Cisneros,<40,2013CISN01,12.38,13.37,17.42,14.45,13.78,12.38,13.87,https://www.facebook.com/events/749806039307047/permalink/753930222227962,
Grzegorz Pacewicz,40+,2014PACE01,15.48,15.37,13.73,14.50,18.66,13.73,15.12,https://www.facebook.com/events/749806039307047/permalink/751764679111183,
Geoff Hartnell,40+,2017HART06,15.72,16.87,15.90,18.91,19.26,15.72,17.23,https://www.facebook.com/events/749806039307047/permalink/752418049045846,
Ed Connell,<40,2018CONN04,16.13,17.70,16.54,21.74,17.46,16.13,17.23,https://www.facebook.com/events/749806039307047/permalink/753191922301792,
Fumiki Koseki,40+,2005KOSE01,18.63,16.68,16.92,13.27,21.96,13.27,17.41,https://www.facebook.com/events/749806039307047/permalink/753680098919641,
Pete Lee,<40,2018LEEP04,18.87,22.04,21.50,18.29,17.08,17.08,19.55,https://www.facebook.com/events/749806039307047/permalink/753821628905488,
Yi-Wei Chen,40+,2020CHEN34,16.82,20.91,21.00,29.92,21.87,16.82,21.26,https://www.facebook.com/events/749806039307047/permalink/751303279157323,
Daniel Smith,50+,2018SMIT42,29.29,25.30,27.88,34.26,26.25,25.30,27.81,https://www.facebook.com/events/749806039307047/permalink/753492442271740,
Chris Thames,<40,2019THAM05,28.19,36.04,40.67,33.88,33.56,28.19,34.50,https://www.facebook.com/events/749806039307047/permalink/752716519015999,
Jae Park,50+,2015PARK24,43.38,33.13,33.56,30.03,51.18,30.03,36.69,https://www.facebook.com/events/749806039307047/permalink/750745052546479,
Leo Arroyo,40+,,39.63,51.25,58.10,57.59,1:03.08,39.63,55.65,https://www.facebook.com/events/749806039307047/permalink/753270562293928,
