Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,2:43.28,2:39.58,2:27.18,2:27.18,2:36.68,https://www.facebook.com/events/1215939800337613/permalink/1216393926958867,
Shen Flindell,50+,2023FLIN02,2:48.79,3:09.16,3:06.75,2:48.79,3:01.57,https://www.facebook.com/events/1215939800337613/permalink/1218212230110370,
Daniel Houghton,40+,2016HOUG03,3:24.31,3:16.31,3:13.20,3:13.20,3:17.94,https://www.facebook.com/events/1215939800337613/permalink/1220687689862824,"I have no video, see facebook post. Remove if the rules are strict."
Pete Lee,40+,2018LEEP04,3:42.38,3:48.88,3:23.27,3:23.27,3:38.18,https://www.facebook.com/events/1215939800337613/permalink/1220098243255102,
