Name,Age,WCA ID,Solve 1 13,Solve 2 13,Solve 3 13,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,22,24,29,22,25.00,https://www.facebook.com/events/728790993559455/permalink/729825343456020,
Shen Flindell,50+,2023FLIN02,37,DNF,DNF,37,DNF,https://www.facebook.com/events/728790993559455/permalink/732517519853469,
