Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Dan Smith,50+,2018SMIT42,19.27,22.56,22.70,26.37,21.25,19.27,22.17,https://www.facebook.com/events/566110581332467/permalink/570053347604857,
Mickey Doyle,40+,2021DOYL02,39.19,1:12.55,1:00.02,48.80,58.65,39.19,55.82,https://www.facebook.com/events/566110581332467/permalink/574130973863761,Rough week all around...
JM Tambaoan,40+,,1:06.72,1:10.34,1:37.33,DNS,DNS,1:06.72,1:18.13,https://www.facebook.com/events/566110581332467/permalink/573215933955265,
Eric Dodson,40+,2021DODS01,1:49.45,3:10.54,2:36.88,DNS,DNS,1:49.45,2:32.29,https://www.facebook.com/events/566110581332467/permalink/574347947175397,
