Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,3:56.62,3:44.16,3:36.51,3:36.51,3:45.76,https://www.facebook.com/events/635474734791505/permalink/644883637183948,
Yi-Wei Chen,40+,,4:54.00,4:08.18,4:14.24,4:08.18,4:25.47,https://www.facebook.com/events/635474734791505/permalink/638568634482115,
