Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,15.50,14.97,20.56,15.72,16.42,14.97,15.88,https://www.facebook.com/events/536496438309051/permalink/545852237373471,
Toby Chamberlain,40+,2022CHAM03,15.49,13.57,17.40,19.68,17.72,13.57,16.87,https://www.facebook.com/520891933/videos/1366578190546560,
Yi-Wei Chen,40+,,20.21,16.42,17.54,21.07,19.42,16.42,19.06,https://www.facebook.com/events/536496438309051/permalink/539679821324046,
Chris Looney,<40,2022LOON02,19.09,18.30,39.62,19.86,17.23,17.23,19.08,https://www.facebook.com/chris.looney/videos/529313888719927,
Glyn Brown,40+,,15.60,20.97,18.59,20.86,18.28,15.60,19.24,https://www.facebook.com/events/536496438309051/permalink/546130727345622,
Rodney Gardner,50+,2019GARD02,18.27,18.13,23.41,22.39,16.84,16.84,19.60,https://www.facebook.com/events/536496438309051/permalink/543337917624903,
Mark Cordell,40+,2022CORD03,19.42,30.77,25.81,22.70,24.12,19.42,24.21,https://www.facebook.com/events/536496438309051/permalink/546260157332679,
Robert Summerfield,50+,,22.88,30.64,20.83,24.68,26.54,20.83,24.70,https://www.facebook.com/630726070/videos/1280195309400500,Must do better!!!
Dan Smith,50+,2018SMIT42,25.64,20.15,30.88,24.82,28.96,20.15,26.47,https://www.facebook.com/events/536496438309051/permalink/540049357953759,
Mickey Doyle,40+,2021DOYL02,25.88,34.32,30.50,28.75,31.87,25.88,30.37,https://www.facebook.com/events/536496438309051/permalink/540844727874222,
Rachel Radtke,<40,,35.25,40.63,41.98,35.36,42.62,35.25,39.32,https://www.facebook.com/events/536496438309051/permalink/545625164062845,
