Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Peter Andersson,60+,2013ANDE01,3:03.22,DNF,2:25.61,2:25.61,DNF,https://www.facebook.com/events/1325086664835212/permalink/1326312514712627,
Toby Chamberlain,50+,2022CHAM03,DNF,2:29.68,DNF,2:29.68,DNF,https://www.facebook.com/events/1325086664835212/permalink/1331214454222433,
Daniel Houghton,40+,2016HOUG03,2:44.68,DNF,DNF,2:44.68,DNF,https://www.facebook.com/events/1325086664835212/permalink/1329645527712659,
