Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,33,33,39,33,35.00,https://www.facebook.com/events/327405973656724/permalink/334749922922329,
Richard Taylor,50+,2015TAYL04,40,42,37,37,39.67,https://www.facebook.com/events/327405973656724/permalink/330765559987432,
Kristina Lim,50+,2022LIMK02,40,39,DNS,39,DNF,https://www.facebook.com/events/327405973656724/permalink/333880279675960,
