Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,14.91,13.94,13.80,13.33,14.28,13.33,14.01,https://www.facebook.com/events/1292279001590904/permalink/1294717444680393,
Toby Chamberlain,40+,2022CHAM03,19.54,15.49,25.78,20.75,18.34,15.49,19.54,https://www.facebook.com/520891933/videos/367772035425182,
Rodney Gardner,50+,2019GARD02,19.76,19.81,21.57,22.44,21.53,19.76,20.97,https://www.facebook.com/events/1292279001590904/permalink/1298905040928300,
Chris Looney,<40,2022LOON02,18.43,25.61,21.35,25.21,21.33,18.43,22.63,https://www.facebook.com/chris.looney/videos/742313190225884,
Pete Lee,<40,2018LEEP04,24.13,24.22,17.99,20.94,40.24,17.99,23.10,https://www.facebook.com/events/1292279001590904/permalink/1299585117526959,
Lisa Kucala,50+,2019KUCA01,22.90,23.62,23.52,20.00,34.09,20.00,23.35,https://www.facebook.com/events/1292279001590904/permalink/1301656630653141,
Anthony Rochester,40+,2019ROCH03,24.23,29.63,26.21,23.33,24.77,23.33,25.07,https://www.facebook.com/events/1292279001590904/permalink/1295064067979064,
Mark Cordell,40+,2022CORD03,30.92,28.21,26.10,23.60,26.16,23.60,26.82,https://www.facebook.com/events/1292279001590904/permalink/1302012493950888,
Dan Smith,50+,2018SMIT42,25.81,22.36,28.42,32.11,28.80,22.36,27.68,https://www.facebook.com/events/1292279001590904/permalink/1300187590800045,
Mickey Doyle,40+,2021DOYL02,33.13,35.73,29.81,46.86,28.77,28.77,32.89,https://www.facebook.com/events/1292279001590904/permalink/1301322044019933,
Jo Cocco,40+,,39.13,31.50,33.42,38.52,41.22,31.50,37.02,https://www.facebook.com/JoCocco/videos/1183984472393433,
