Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Anthony Rochester,40+,2019ROCH03,21,16,56:08,https://www.facebook.com/events/1178827662661240/permalink/1184113512132655,
Ed Connell,<40,2018CONN04,3,3,14:45,https://www.facebook.com/events/1178827662661240/permalink/1183083888902284,
