Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Anthony Rochester,40+,2019ROCH03,10.05,13.63,10.24,16.36,11.28,10.05,11.72,https://www.facebook.com/events/1002774037090769/permalink/1005350270166479,
Dan Smith,50+,2018SMIT42,16.70,23.93,18.79,15.19,14.16,14.16,16.89,https://www.facebook.com/events/1002774037090769/permalink/1010075526360620,
Lisa Kucala,50+,2019KUCA01,29.50,28.91,18.58,19.58,22.39,18.58,23.63,https://www.facebook.com/events/1002774037090769/permalink/1011398292895010,
Mickey Doyle,40+,2021DOYL02,27.83,26.40,15.64,23.81,50.74,15.64,26.01,https://www.facebook.com/events/1002774037090769/permalink/1011117552923084,
