Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.75,11.28,10.85,9.97,9.80,9.80,10.70,https://www.facebook.com/events/1102565390277531/permalink/1111727336028003,
Enrymar Cisneros,<40,2013CISN01,12.09,13.31,13.98,13.55,11.76,11.76,12.98,https://www.facebook.com/events/1102565390277531/permalink/1111787689355301,
Shawn Boucké,<40,2016BOUC01,13.04,13.92,17.86,13.65,15.69,13.04,14.42,https://www.facebook.com/events/1102565390277531/permalink/1104136663453737,
Ed Connell,<40,2018CONN04,14.41,15.83,15.57,26.97,14.23,14.23,15.27,https://www.facebook.com/events/1102565390277531/permalink/1105957256605011,
Grzegorz Pacewicz,40+,,18.66,17.74,22.04,16.58,15.38,15.38,17.66,https://www.facebook.com/events/836337370416586/permalink/850696795647310,
Jason Green,40+,2016GREE02,15.91,19.19,16.53,17.68,27.18,15.91,17.80,https://www.facebook.com/jasongreenbowler/videos/346470907223406,
Geoff Hartnell,40+,2017HART06,15.60,23.17,16.81,23.21,15.61,15.60,18.53,https://www.facebook.com/events/1102565390277531/permalink/1107479669786103,
Pete Lee,<40,2018LEEP04,20.24,24.17,20.98,16.85,19.45,16.85,20.22,https://www.facebook.com/events/1102565390277531/permalink/1111573546043382,
JM Tambaoan,40+,,19.97,27.18,18.73,19.21,22.61,18.73,20.60,https://www.facebook.com/events/1102565390277531/permalink/1111278496072887,
Yi-Wei Chen,40+,,24.78,18.25,21.20,16.49,26.12,16.49,21.41,https://www.facebook.com/events/1102565390277531/permalink/1110690052798398,
Rodney Gardner,50+,2019GARD02,23.59,22.75,21.04,24.10,18.37,18.37,22.46,https://www.facebook.com/events/1102565390277531/permalink/1111002929433777,
Huy Nguyen,40+,2019NGUY29,19.43,23.17,20.18,24.36,24.18,19.43,22.51,https://www.facebook.com/events/1102565390277531/permalink/1106189239915146,
Toby Chamberlain,40+,,22.12,33.21,23.94,22.20,23.44,22.12,23.19,https://www.facebook.com/520891933/videos/399237238528189,
Lisa Kucala,50+,2019KUCA01,30.15,41.65,28.38,26.25,23.23,23.23,28.26,https://www.facebook.com/events/1102565390277531/permalink/1105588079975262,
Jae Park,50+,2015PARK24,27.45,22.94,25.89,37.58,31.91,22.94,28.42,https://www.facebook.com/events/1102565390277531/permalink/1108929696307767,Sighted BLD
Daniel Smith,50+,2018SMIT42,26.86,29.91,37.36,23.59,29.08,23.59,28.62,https://www.facebook.com/events/1102565390277531/permalink/1111627532704650,
Mickey Doyle,40+,2021DOYL02,34.80,32.30,32.98,36.11,42.21,32.30,34.63,https://www.facebook.com/events/1102565390277531/permalink/1110259179508152,
