Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Smith,50+,2018SMIT42,19.63,28.36,17.72,24.68,25.07,17.72,23.13,https://www.facebook.com/events/1205858816603137/permalink/1215165812339104,
JM Tambaoan,40+,,1:06.58,51.06,55.43,59.57,1:13.30,51.06,1:00.53,https://www.facebook.com/events/1205858816603137/permalink/1214797552375930,
Yi-Wei Chen,40+,,1:54.89,1:18.85,1:01.39,DNS,DNS,1:01.39,1:25.04,https://www.facebook.com/events/1205858816603137/permalink/1214197612435924,
