Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Lisa Kucala,50+,2019KUCA01,11.93,12.59,11.08,12.28,14.60,11.08,12.27,https://www.facebook.com/events/1205858816603137/permalink/1209572502898435,
JM Tambaoan,40+,,26.98,32.04,21.96,23.73,20.80,20.80,24.22,https://www.facebook.com/events/1205858816603137/permalink/1214798252375860,
Peter Andersson,50+,2013ANDE01,24.81,19.99,26.58,25.03,26.30,19.99,25.38,https://www.facebook.com/events/1205858816603137/permalink/1214167205772298,
Eric Dodson,40+,,29.18,31.00,26.59,34.71,27.16,26.59,29.11,https://www.facebook.com/events/1205858816603137/permalink/1215362402319445,
Jae Park,50+,2015PARK24,44.22,DNF,30.27,37.39,38.57,30.27,40.06,https://www.facebook.com/events/1205858816603137/permalink/1212325565956462,
