Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,,4.58,3.02,5.82,4.80,5.34,3.02,4.91,https://www.facebook.com/events/660661614881054/permalink/663650014582214,
Enrymar Cisneros,<40,2013CISN01,5.34,5.24,6.54,6.87,4.76,4.76,5.71,https://www.facebook.com/events/660661614881054/permalink/666268574320358,
Shawn Boucké,<40,2016BOUC01,7.80,3.72,14.40,5.85,4.75,3.72,6.14,https://www.facebook.com/events/652945192290048/permalink/660959961488571,
Grzegorz Pacewicz,40+,,5.48,4.57,6.44,8.87,6.77,4.57,6.23,https://www.facebook.com/events/660661614881054/permalink/662197464727469,
Fumiki Koseki,40+,2005KOSE01,8.20,5.90,5.75,7.35,4.84,4.84,6.33,https://www.facebook.com/events/660661614881054/permalink/665963447684204,
Anthony Rochester,40+,2019ROCH03,9.23,6.77,5.31,6.72,8.70,5.31,7.40,https://www.facebook.com/events/660661614881054/permalink/661548131459069,
Ed Connell,<40,2018CONN04,5.30,11.62,6.46,12.23,5.37,5.30,7.82,https://www.facebook.com/events/660661614881054/permalink/664234054523810,
Aaron Cumes,40+,2018CUME02,9.42,4.16,9.08,9.59,14.04,4.16,9.36,https://www.facebook.com/events/660661614881054/permalink/661127051501177,
Daniel Smith,50+,2018SMIT42,10.87,8.90,10.57,8.03,14.61,8.03,10.11,https://www.facebook.com/events/660661614881054/permalink/666329640980918,
Adam Robson,<40,,12.63,4.83,11.12,15.21,7.79,4.83,10.51,https://www.facebook.com/100005428097972/videos/1464506723740250,
Marcel Balzer,40+,,9.57,9.60,DNF,13.03,10.39,9.57,11.01,https://www.facebook.com/marcel.balzer.9216/videos/10160398639207516,
John Neo Stanley,50+,,9.18,11.34,11.37,18.57,11.36,9.18,11.36,https://www.facebook.com/events/660661614881054/permalink/663322191281663,Had coffee = reasonable results! = new PB's
Jan Adams-Fielding,40+,,13.53,6.01,22.78,17.13,12.48,6.01,14.38,https://www.facebook.com/events/660661614881054/permalink/665459667734582,
