Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,29,31,28,28,29.33,https://www.facebook.com/events/780529384043557/permalink/781685087261320,
Anthony Rochester,40+,2019ROCH03,38,42,31,31,37.00,https://www.facebook.com/events/780529384043557/permalink/782018320561330,scw pb single and mo3
Richard Taylor,50+,2015TAYL04,37,47,36,36,40.00,https://www.facebook.com/events/780529384043557/permalink/781498693946626,
Kristina Lim,50+,2022LIMK02,36,37,DNF,36,DNF,https://www.facebook.com/events/780529384043557/permalink/784789220284240,
