Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,5:02.48,4:16.46,4:43.36,4:16.46,4:40.77,https://www.facebook.com/events/457727373442774/permalink/464520219430156,
Glyn Brown,40+,2023BROW47,5:06.80,4:29.74,4:57.71,4:29.74,4:51.42,https://www.facebook.com/events/457727373442774/permalink/466552782560233,
