Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.60,11.09,11.97,11.78,10.80,10.60,11.22,https://www.facebook.com/events/456949201957439/permalink/461685664817126,
Enrymar Cisneros,<40,2013CISN01,12.78,12.33,14.16,14.20,11.83,11.83,13.09,https://www.facebook.com/events/456949201957439/permalink/461084988210527,
Fumiki Koseki,40+,2005KOSE01,16.65,15.93,14.32,16.93,16.30,14.32,16.29,https://www.facebook.com/events/456949201957439/permalink/461345198184506,
Geoff Hartnell,40+,2017HART06,16.89,18.90,18.87,20.77,17.52,16.89,18.43,https://www.facebook.com/events/456949201957439/permalink/460022274983465,
Ed Connell,<40,2018CONN04,15.34,22.47,17.12,21.22,18.35,15.34,18.90,https://www.facebook.com/events/456949201957439/permalink/461227744862918,
Christoph Woittequand,40+,2005WOIT01,19.43,17.51,20.20,24.23,16.06,16.06,19.04,https://www.facebook.com/798047139/videos/10158949775202140,Multi-tasking...
Pete Lee,<40,2018LEEP04,20.43,19.07,18.95,21.08,21.37,18.95,20.19,https://www.facebook.com/events/456949201957439/permalink/461381914847501,
Yi-Wei Chen,40+,,19.97,22.00,24.84,19.17,24.22,19.17,22.06,https://www.facebook.com/events/456949201957439/permalink/460712701581089,
Greg Simmons,<40,,22.33,29.12,27.39,25.13,25.83,22.33,26.12,https://www.facebook.com/events/456949201957439/permalink/461605411491818,
Daniel Smith,50+,2018SMIT42,25.28,28.20,24.80,28.78,26.34,24.80,26.61,https://www.facebook.com/events/456949201957439/permalink/460979414887751,
