Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,4:47.30,4:42.40,4:31.28,4:31.28,4:40.33,https://www.facebook.com/events/655903882008117/permalink/659481641650341,
Chris Wright,50+,2011WRIG01,4:57.64,5:23.91,4:55.42,4:55.42,5:05.66,https://www.facebook.com/christopher.wright.94617999/videos/10157654181102874,
Konsta Jukka,40+,2008JUKK01,5:48.73,5:46.55,5:22.88,5:22.88,5:39.39,https://www.facebook.com/events/655903882008117/permalink/662009514730887,
Pete Lee,<40,2018LEEP04,6:45.40,7:26.40,DNS,6:45.40,DNF,https://www.facebook.com/events/655903882008117/permalink/656542655277573,
Adam Robson,<40,,DNF,DNS,DNS,DNF,DNF,https://www.facebook.com/100005428097972/videos/1469477763243146,
