Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,3:33.71,3:19.75,3:35.55,3:19.75,3:29.67,https://www.facebook.com/events/158701836186375/permalink/166509088738983,
Pete Lee,<40,2018LEEP04,3:39.45,3:45.98,3:21.59,3:21.59,3:35.67,https://www.facebook.com/events/158701836186375/permalink/159805462742679,
Konsta Jukka,40+,2008JUKK01,3:57.18,3:47.74,3:39.49,3:39.49,3:48.14,https://www.facebook.com/events/158701836186375/permalink/166938658696026,
Geoff Hartnell,40+,2017HART06,3:40.32,3:52.10,3:57.38,3:40.32,3:49.93,https://www.facebook.com/events/158701836186375/permalink/161618809228011,
JM Tambaoan,40+,,6:00.58,5:20.77,5:49.52,5:20.77,5:43.62,https://www.facebook.com/events/158701836186375/permalink/163774869012405,
Daniel Smith,50+,2018SMIT42,6:03.43,5:54.98,DNS,5:54.98,DNF,https://www.facebook.com/events/158701836186375/permalink/167195022003723,
